id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
624,0,0,1,http://ad.feixin.10086.cn,ad.feixin.10086.cn,2,ad.feixin.10086.cn,221.176.30.187,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='ad.feixin.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedec597dc0>, 'Connection to ad.feixin.10086.cn timed out. (connect timeout=3.05)'))""),)",,,221.176.16.0/20,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
625,0,0,1,https://ad.feixin.10086.cn,ad.feixin.10086.cn,2,ad.feixin.10086.cn,221.176.30.187,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='ad.feixin.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fedeb921cd0>, 'Connection to ad.feixin.10086.cn timed out. (connect timeout=3.05)'))""),)",,,221.176.16.0/20,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
718,0,0,1,https://adc.sh.10086.cn,adc.sh.10086.cn,2,adc.sh.10086.cn,211.136.165.247,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='adc.sh.10086.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fedec16a340>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,211.136.160.0/20,AS24400,Shanghai Mobile Communications Co. Ltd.,中国上海上海市,移动,IP138Query
728,0,0,1,http://adc.sh.10086.cn,adc.sh.10086.cn,2,adc.sh.10086.cn,211.136.165.247,1,0,80,,"(MaxRetryError(""HTTPSConnectionPool(host='adc.sh.10086.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fee18086d30>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,211.136.160.0/20,AS24400,Shanghai Mobile Communications Co. Ltd.,中国上海上海市,移动,IP138Query
614,0,0,1,https://addrapi.mail.10086.cn,addrapi.mail.10086.cn,2,addrapi.gslb.mail.10086.cn,221.176.9.81,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='addrapi.mail.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fedebc4e8b0>, 'Connection to addrapi.mail.10086.cn timed out. (connect timeout=3.05)'))""),)",,,221.176.9.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
615,0,0,1,http://addrapi.mail.10086.cn,addrapi.mail.10086.cn,2,addrapi.gslb.mail.10086.cn,221.176.9.81,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='addrapi.mail.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedec12f340>, 'Connection to addrapi.mail.10086.cn timed out. (connect timeout=3.05)'))""),)",,,221.176.9.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
1039,1,1,1,https://adm.edu.hl.10086.cn,adm.edu.hl.10086.cn,3,adm.edu.hl.10086.cn,111.40.221.112,1,1,443,200,OK,您访问的网址不存在,nginx,111.40.208.0/20,AS132525,HeiLongJiang Mobile Communication Company Limited,中国黑龙江省哈尔滨市,移动,RapidDNSQuery
1040,1,1,1,http://adm.edu.hl.10086.cn,adm.edu.hl.10086.cn,3,adm.edu.hl.10086.cn,111.40.221.112,1,1,80,200,OK,您访问的网址不存在,nginx,111.40.208.0/20,AS132525,HeiLongJiang Mobile Communication Company Limited,中国黑龙江省哈尔滨市,移动,RapidDNSQuery
1196,0,0,1,http://admin.gslb.mail.10086.cn,admin.gslb.mail.10086.cn,3,admin.gslb.mail.10086.cn,120.232.169.26,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='admin.gslb.mail.10086.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fedec1cee80>: Failed to establish a new connection: [Errno 111] Connection refused'))""),)",,,120.232.0.0/16,AS56040,China Mobile Communications Corporation,中国广东省,移动,RapidDNSQuery
1198,1,1,1,https://admin.gslb.mail.10086.cn,admin.gslb.mail.10086.cn,3,admin.gslb.mail.10086.cn,120.232.169.26,1,0,443,403,Forbidden,403 Forbidden,nginx,120.232.0.0/16,AS56040,China Mobile Communications Corporation,中国广东省,移动,RapidDNSQuery
479,0,0,1,http://admin.zhongbao.10086.cn,admin.zhongbao.10086.cn,2,admin.zhongbao.10086.cn,117.132.184.86,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='admin.zhongbao.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedec242d00>, 'Connection to admin.zhongbao.10086.cn timed out. (connect timeout=3.05)'))""),)",,,117.132.184.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国内蒙古呼和浩特市,移动,IP138Query
480,0,0,1,https://admin.zhongbao.10086.cn,admin.zhongbao.10086.cn,2,admin.zhongbao.10086.cn,117.132.184.86,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='admin.zhongbao.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fedec242be0>, 'Connection to admin.zhongbao.10086.cn timed out. (connect timeout=3.05)'))""),)",,,117.132.184.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国内蒙古呼和浩特市,移动,IP138Query
983,0,0,1,http://aep.caiyun.feixin.10086.cn,aep.caiyun.feixin.10086.cn,3,aep.caiyun.feixin.10086.cn,221.176.66.108,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='aep.caiyun.feixin.10086.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fedebb240d0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,221.176.66.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国广东省广州市,移动,RapidDNSQuery
984,0,0,1,https://aep.caiyun.feixin.10086.cn,aep.caiyun.feixin.10086.cn,3,aep.caiyun.feixin.10086.cn,221.176.66.108,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='aep.caiyun.feixin.10086.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fee1811eb50>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,221.176.66.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国广东省广州市,移动,RapidDNSQuery
361,0,0,1,http://aep.open.10086.cn,aep.open.10086.cn,2,aep.open.10086.cn,103.20.115.25,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='aep.open.10086.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fedebbf1970>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,103.20.112.0/22,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
362,0,0,1,https://aep.open.10086.cn,aep.open.10086.cn,2,aep.open.10086.cn,103.20.115.25,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='aep.open.10086.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fee18154be0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,103.20.112.0/22,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
259,1,1,1,http://ah.10086.cn,ah.10086.cn,1,"ah.10086.cn.haohan-data.com,ah.10086.cn.haohan-data.com","183.249.12.21,112.29.252.216","1,1",1,80,200,OK,中国移动通信,"ahyd,1.1 ID-0314217225062160 uproxy-4, 1.1 ID-0314217225062160 uproxy-8","183.249.0.0/19,112.29.192.0/18","AS56041,AS9808","China Mobile Communications Corporation,Guangdong Mobile Communication Co.Ltd.","中国浙江省台州市,中国安徽省合肥市","移动,移动",IP138Query
261,1,1,1,https://ah.10086.cn,ah.10086.cn,1,"ah.10086.cn.haohan-data.com,ah.10086.cn.haohan-data.com","183.249.12.21,112.29.252.216","1,1",1,443,200,OK,中国移动通信,"ahyd,1.1 ID-0314217225062160 uproxy-15, 1.1 ID-0314217225062160 uproxy-8","183.249.0.0/19,112.29.192.0/18","AS56041,AS9808","China Mobile Communications Corporation,Guangdong Mobile Communication Co.Ltd.","中国浙江省台州市,中国安徽省合肥市","移动,移动",IP138Query
338,1,1,1,http://ah.ac.10086.cn,ah.ac.10086.cn,2,ah.ac.10086.cn,120.210.238.240,1,1,80,200,OK,'\n\n\n\n\n\n\n\n',"******,1.1 ID-0314217225062160 uproxy-2, 1.1 ID-0314217225062160 uproxy-10",120.210.224.0/19,AS9808,Guangdong Mobile Communication Co.Ltd.,中国安徽省合肥市,移动,IP138Query
340,1,1,1,https://ah.ac.10086.cn,ah.ac.10086.cn,2,ah.ac.10086.cn,120.210.238.240,1,1,443,200,OK,'\n\n\n\n\n\n\n\n',"******,1.1 ID-0314217225062160 uproxy-8, 1.1 ID-0314217225062160 uproxy-5",120.210.224.0/19,AS9808,Guangdong Mobile Communication Co.Ltd.,中国安徽省合肥市,移动,IP138Query
651,0,0,1,https://ah.clientaccess.10086.cn,ah.clientaccess.10086.cn,2,ah.clientaccess.10086.cn,120.209.204.224,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='ah.clientaccess.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fedec447c40>, 'Connection to ah.clientaccess.10086.cn timed out. (connect timeout=3.05)'))""),)",,,120.209.192.0/18,AS9808,Guangdong Mobile Communication Co.Ltd.,中国安徽省合肥市,移动,IP138Query
652,0,0,1,http://ah.clientaccess.10086.cn,ah.clientaccess.10086.cn,2,ah.clientaccess.10086.cn,120.209.204.224,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='ah.clientaccess.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedebb148b0>, 'Connection to ah.clientaccess.10086.cn timed out. (connect timeout=3.05)'))""),)",,,120.209.192.0/18,AS9808,Guangdong Mobile Communication Co.Ltd.,中国安徽省合肥市,移动,IP138Query
1062,0,0,1,http://aia.it.10086.cn,aia.it.10086.cn,2,aia.it.10086.cn,117.132.182.204,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='aia.it.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedeb50daf0>, 'Connection to aia.it.10086.cn timed out. (connect timeout=3.05)'))""),)",,,117.132.182.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国黑龙江省哈尔滨市,移动,RapidDNSQuery
1063,0,0,1,https://aia.it.10086.cn,aia.it.10086.cn,2,aia.it.10086.cn,117.132.182.204,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='aia.it.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fee182a5ee0>, 'Connection to aia.it.10086.cn timed out. (connect timeout=3.05)'))""),)",,,117.132.182.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国黑龙江省哈尔滨市,移动,RapidDNSQuery
1222,0,0,1,http://albatrossns.10086.cn,albatrossns.10086.cn,1,"albatrossns.10086.cn,albatrossns.10086.cn,albatrossns.10086.cn","36.155.8.193,111.32.191.193,112.13.104.193","1,1,1",0,80,,"(MaxRetryError(""HTTPConnectionPool(host='albatrossns.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedec414cd0>, 'Connection to albatrossns.10086.cn timed out. (connect timeout=3.05)'))""),)",,,"36.155.8.0/24,111.32.191.0/24,112.13.104.0/24","AS56046,AS38019,AS56041","China Mobile Communications Corporation,tianjin Mobile Communication Company Limited,China Mobile Communications Corporation","中国江苏省南京市,中国天津天津市,中国浙江省杭州市","移动,移动,移动",RapidDNSQuery
1223,0,0,1,https://albatrossns.10086.cn,albatrossns.10086.cn,1,"albatrossns.10086.cn,albatrossns.10086.cn,albatrossns.10086.cn","36.155.8.193,111.32.191.193,112.13.104.193","1,1,1",0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='albatrossns.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fedeacb9f40>, 'Connection to albatrossns.10086.cn timed out. (connect timeout=3.05)'))""),)",,,"36.155.8.0/24,111.32.191.0/24,112.13.104.0/24","AS56046,AS38019,AS56041","China Mobile Communications Corporation,tianjin Mobile Communication Company Limited,China Mobile Communications Corporation","中国江苏省南京市,中国天津天津市,中国浙江省杭州市","移动,移动,移动",RapidDNSQuery
253,1,1,1,https://api.iot.10086.cn,api.iot.10086.cn,2,api.iot.10086.cn,111.10.45.200,1,1,443,200,,中国移动物联卡能力开放平台,Tengine,111.10.32.0/19,AS9808,Guangdong Mobile Communication Co.Ltd.,中国重庆重庆市,移动,IP138Query
254,1,1,1,http://api.iot.10086.cn,api.iot.10086.cn,2,api.iot.10086.cn,111.10.45.200,1,1,80,200,,中国移动物联卡能力开放平台,Tengine,111.10.32.0/19,AS9808,Guangdong Mobile Communication Co.Ltd.,中国重庆重庆市,移动,IP138Query
487,0,0,1,https://api.open.10086.cn,api.open.10086.cn,2,api.open.10086.cn,117.132.186.14,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='api.open.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fedebc89d90>, 'Connection to api.open.10086.cn timed out. (connect timeout=3.05)'))""),)",,,117.132.186.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国内蒙古呼和浩特市,移动,IP138Query
488,0,0,1,http://api.open.10086.cn,api.open.10086.cn,2,api.open.10086.cn,117.132.186.14,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='api.open.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedec22ddc0>, 'Connection to api.open.10086.cn timed out. (connect timeout=3.05)'))""),)",,,117.132.186.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国内蒙古呼和浩特市,移动,IP138Query
676,1,1,1,https://apm.clientaccess.10086.cn,apm.clientaccess.10086.cn,2,apm.clientaccess.10086.cn,117.132.184.121,1,1,443,200,OK,中国移动手机营业厅,"Cmcc,1.1 ID-0314217212701472 uproxy-8",117.132.184.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国内蒙古呼和浩特市,移动,IP138Query
761,0,0,1,http://apm.clientaccess.10086.cn,apm.clientaccess.10086.cn,2,apm.clientaccess.10086.cn,117.132.184.121,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='apm.clientaccess.10086.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fedec2e70a0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,117.132.184.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国内蒙古呼和浩特市,移动,IP138Query
57,1,1,1,http://app.10086.cn,app.10086.cn,1,app.10086.cn.c.cdn.chinamobile.com,117.128.1.82,1,1,80,200,OK,中国移动手机营业厅,"Cmcc,1.1 ID-0314217212701472 uproxy-4",117.128.1.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
59,1,1,1,https://app.10086.cn,app.10086.cn,1,app.10086.cn.c.cdn.chinamobile.com,117.128.1.82,1,1,443,200,OK,中国移动手机营业厅,"Cmcc,1.1 ID-0314217212701472 uproxy-10",117.128.1.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国北京北京市,移动,IP138Query
1324,0,0,1,https://app.cqfire.com.cmcdn.cdn.10086.cn,app.cqfire.com.cmcdn.cdn.10086.cn,5,app.cqfire.com.cmcdn.cdn.10086.cn,119.84.8.35,1,1,443,,"(MaxRetryError(""HTTPSConnectionPool(host='app.cqfire.com.cmcdn.cdn.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fedeaf3c040>, 'Connection to app.cqfire.com.cmcdn.cdn.10086.cn timed out. (connect timeout=3.05)'))""),)",,,119.84.8.0/24,AS134420,Chongqing Telecom,中国重庆重庆市,电信,RapidDNSQuery
1325,0,0,1,http://app.cqfire.com.cmcdn.cdn.10086.cn,app.cqfire.com.cmcdn.cdn.10086.cn,5,app.cqfire.com.cmcdn.cdn.10086.cn,119.84.8.35,1,1,80,,"(MaxRetryError(""HTTPConnectionPool(host='app.cqfire.com.cmcdn.cdn.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedeaeed850>, 'Connection to app.cqfire.com.cmcdn.cdn.10086.cn timed out. (connect timeout=3.05)'))""),)",,,119.84.8.0/24,AS134420,Chongqing Telecom,中国重庆重庆市,电信,RapidDNSQuery
302,0,0,1,http://app.ecloud.10086.cn,app.ecloud.10086.cn,2,app.ecloud.10086.cn,112.33.2.44,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='app.ecloud.10086.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fedec7ba280>, 'Connection to app.ecloud.10086.cn timed out. (connect timeout=3.05)'))""),)",,,112.33.2.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国广东省广州市,移动,IP138Query
303,0,0,1,https://app.ecloud.10086.cn,app.ecloud.10086.cn,2,app.ecloud.10086.cn,112.33.2.44,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='app.ecloud.10086.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fee2805cf10>, 'Connection to app.ecloud.10086.cn timed out. (connect timeout=3.05)'))""),)",,,112.33.2.0/24,AS9808,Guangdong Mobile Communication Co.Ltd.,中国广东省广州市,移动,IP138Query
